tractid,blockgroups
15000US08005006501,0
15000US17201002100,2
15000US42117950300,3
15000US06013335000,2
15000US49043964101,1
15000US48113019029,2
15000US22051027701,3
15000US21015070200,4
15000US12011090401,2
15000US55009001400,4
15000US19097950500,3
15000US42085030300,3
15000US22073005900,1
15000US29141470400,2
15000US29175490100,2
15000US09009125200,2
15000US13189950500,3
15000US24043011201,3
15000US24043011202,2
15000US06053012401,1
15000US48375015000,5
15000US06053012402,2
15000US49043964102,2
15000US51770002100,2
15000US42049002500,1
15000US36001000501,3
15000US47071920100,1
15000US35045000503,1
15000US35045000504,1
15000US35045000505,5
15000US05119003609,2
15000US05119003608,2
15000US05119003607,2
15000US05119003606,2
15000US05119003605,3
15000US05119003604,2
15000US48201542302,0
15000US37051003304,5
15000US51790000300,4
15000US26049980000,0
15000US36073990000,0
15000US33007950300,1
15000US26163567900,2
15000US53009002000,1
15000US35017964800,1
15000US48057000400,3
15000US36047057000,3
15000US05113950300,1
15000US40111000400,4
15000US37081015800,2
15000US26125187000,1
15000US13031110300,3
15000US06013338204,3
15000US21037050100,1
15000US45003020701,3
15000US06013338203,2
15000US06013338201,1
15000US26065004494,0
15000US48029171100,1
15000US04013810700,3
15000US26065004490,0
15000US26065004491,0
15000US26065004492,0
15000US26065004493,0
15000US39167020900,1
15000US51059420600,1
15000US38101010700,4
15000US06037620201,1
15000US41043030402,4
15000US41043030401,5
15000US48439110806,3
15000US34003010200,4
15000US42007603500,1
15000US06037552700,4
15000US39035176100,1
15000US39041011412,1
15000US12057002700,4
15000US01127021600,1
15000US20167973900,2
15000US21067003915,1
15000US37183050400,1
15000US17031821300,3
15000US17031061901,3
15000US17031061902,3
15000US55063000800,3
15000US35017964500,2
15000US36119014811,3
15000US06037106510,2
15000US29009960100,4
15000US55025000406,0
15000US41059950400,5
15000US48113019028,2
15000US22045030100,4
15000US17113001200,1
15000US21067003911,2
15000US26091061400,3
15000US20173007101,1
15000US20173007102,3
15000US04013816700,0
15000US34031264200,2
15000US51053840100,4
15000US48135001700,6
15000US17177001200,4
15000US37055970101,1
15000US09001020300,3
15000US51013101601,1
15000US51013101602,1
15000US51013101603,2
15000US34033022100,0
15000US06111007509,1
15000US12021000302,1
15000US12021000301,2
15000US42133021802,1
15000US53033011401,2
15000US48439110809,1
15000US06073008600,3
15000US41011000600,2
15000US06073012800,2
15000US39009973500,2
15000US48449950100,1
15000US06037218120,2
15000US13267950400,3
15000US72061040412,1
15000US42129803200,0
15000US47037015405,1
15000US47037015404,2
15000US36061008800,6
15000US06113011300,4
15000US06037462700,4
15000US13175950400,3
15000US27145011302,3
15000US27145011301,3
15000US27145011304,2
15000US09009140200,0
15000US29037061002,2
15000US24043000602,1
15000US24043000601,1
15000US17097865600,3
15000US39025040404,1
15000US06037460700,4
15000US51760041600,1
15000US36119011700,1
15000US26065003200,1
15000US72127005204,1
15000US48383950100,3
15000US47181950100,2
15000US15003002500,1
15000US34013008800,1
15000US37191001200,1
15000US55025011506,2
15000US31081969200,2
15000US55025011504,1
15000US28085950500,4
15000US25003932200,2
15000US36071011601,2
15000US40041376000,4
15000US06073007002,2
15000US48039660602,1
15000US30029000900,4
15000US48039660601,3
15000US37019020303,1
15000US37019020305,1
15000US37019020304,1
15000US05079960400,1
15000US36059415802,4
15000US37019020309,2
15000US37019020308,1
15000US42071000500,3
15000US51059461901,1
15000US51059461902,0
15000US13195020600,1
15000US27097780700,1
15000US20117060510,2
15000US48439980000,0
15000US48089750100,3
15000US35009000202,3
15000US35009000201,3
15000US45071950300,3
15000US48167724500,0
15000US36045060804,5
15000US47045964800,1
15000US55097961000,1
15000US31143960100,2
15000US37193961200,4
15000US39035183402,0
15000US48485011500,2
15000US39035183401,1
15000US12045990000,0
15000US48397040301,2
15000US51670820700,0
15000US04019002100,4
15000US31019969100,4
15000US06023010102,3
15000US18155965900,1
15000US06067008111,3
15000US06067008113,1
15000US48201541800,1
15000US39173021600,4
15000US06037554700,2
15000US06067008117,1
15000US06067008119,4
15000US49035104300,1
15000US06037119001,2
15000US06037119002,4
15000US45019002104,3
15000US45019002105,1
15000US45019002103,1
15000US38037965900,1
15000US45019002101,3
15000US06081607000,1
15000US25009252300,5
15000US42099030301,3
15000US12099006502,2
15000US12099006501,1
15000US12057990000,0
15000US17089853300,2
15000US28059040500,4
15000US23001041500,2
15000US44009051304,0
15000US29510101100,1
15000US18061060200,3
15000US36059301900,2
15000US09001022300,2
15000US51810043400,1
15000US36005044901,1
15000US36005044902,1
15000US48209010200,2
15000US28059042900,2
15000US26099211000,2
15000US16017950900,2
15000US12086000709,2
15000US37119001912,3
15000US38017040400,2
15000US08015000402,1
15000US41019110000,2
15000US24021752502,1
15000US09007610100,1
15000US24021752501,3
15000US29201780300,1
15000US06071007305,1
15000US06071007306,1
15000US08015000401,3
15000US26049012802,1
15000US06071007302,5
15000US06071007303,2
15000US26125136800,2
15000US06037267901,1
15000US06037267902,2
15000US12031010301,1
15000US42125755200,2
15000US12031010303,1
15000US12035060210,1
15000US04013115400,1
15000US12035060212,1
15000US12035060213,1
15000US12035060214,2
15000US26017285202,1
15000US01101005608,1
15000US01101005609,0
15000US01101005606,3
15000US01101005607,0
15000US01101005604,2
15000US01101005605,1
15000US01101005603,3
15000US28001000900,3
15000US48029171924,1
15000US12011030802,2
15000US47157022112,3
15000US22103040710,2
15000US12011030801,3
15000US51700031300,3
15000US26157001000,3
15000US36027140101,4
15000US27019090702,1
15000US27019090701,2
15000US36081004300,1
15000US51740212100,1
15000US42029306000,2
15000US06065044926,1
15000US06065044927,1
15000US06065044924,1
15000US17031390700,2
15000US06065044922,0
15000US06065044923,1
15000US06065044921,0
15000US21083020600,1
15000US42003101100,2
15000US24510270501,3
15000US06065044928,1
15000US06065044929,1
15000US36081071303,2
15000US18097340901,1
15000US09009361500,3
15000US37057060800,2
15000US17195000600,3
15000US06081612800,1
15000US36081071304,3
15000US42003561100,0
15000US08031000702,4
15000US48265960800,2
15000US25025091200,2
15000US06035040500,2
15000US08031000701,2
15000US13125010100,2
15000US27169671000,1
15000US06059088101,0
15000US12105011202,2
15000US06059088105,1
15000US06059088104,1
15000US06059088107,1
15000US06059088106,1
15000US36081037600,4
15000US55097960701,2
15000US25009221100,2
15000US36047030200,2
15000US39057200300,2
15000US40143008502,3
15000US18003004000,3
15000US18095010100,2
15000US47113000600,1
15000US36081011700,3
15000US27037060739,2
15000US53033021500,3
15000US09005310500,1
15000US45063021009,1
15000US39067975800,1
15000US12105012126,1
15000US53063002500,5
15000US36091062200,2
15000US09001073500,2
15000US42065950900,3
15000US53035091600,3
15000US04019004506,2
15000US04019004505,2
15000US04019004504,4
15000US49035110300,5
15000US21163970100,0
15000US39153504700,5
15000US29047022302,2
15000US55021970100,3
15000US29073960300,1
15000US04019004508,2
15000US51760060200,2
15000US20001952600,0
15000US01055010800,1
15000US33009960900,2
15000US48113011401,2
15000US42103950801,2
15000US37009970700,4
15000US26125145700,1
15000US48325000300,3
15000US34027045502,2
15000US06077005129,1
15000US13169030302,2
15000US13169030301,1
15000US26129950400,2
15000US06077005122,0
15000US06077005123,1
15000US06077005124,1
15000US06077005125,1
15000US09003492100,2
15000US06077005127,1
15000US26081012902,2
15000US26081012901,1
15000US32003004100,3
15000US35001000801,1
15000US12005001501,1
15000US12005001502,3
15000US48113016625,2
15000US06061021901,1
15000US31131966600,1
15000US01101001600,3
15000US06061021902,2
15000US13247060201,2
15000US13247060202,3
15000US06065042511,1
15000US06065042510,2
15000US06065042513,2
15000US06065042512,1
15000US06065042515,1
15000US06065042514,1
15000US06065042517,1
15000US06065042516,1
15000US06065042519,0
15000US06065042518,1
15000US17031430900,1
15000US06019007500,4
15000US13107970300,2
15000US41039000500,2
15000US33011001800,5
15000US06085509302,0
15000US06085509303,3
15000US42009960200,2
15000US24510230300,1
15000US42005951500,3
15000US48439113115,1
15000US48439113114,2
15000US48439113116,1
15000US48439113111,3
15000US39035102101,2
15000US13177020300,2
15000US04013616600,3
15000US02261000300,4
15000US16027021800,2
15000US48353950400,3
15000US48201250200,1
15000US51810045200,2
15000US51191010502,2
15000US21219950300,1
15000US51101950300,1
15000US13051010502,1
15000US72097080300,2
15000US44007011200,4
15000US36081048000,1
15000US29155470100,2
15000US11001009801,0
15000US11001009802,1
15000US11001009803,2
15000US11001009804,1
15000US11001009807,1
15000US13051010501,4
15000US17143001500,1
15000US37115010200,1
15000US47055920800,1
15000US48201412800,2
15000US36007000100,3
15000US34011040800,2
15000US37099950600,4
15000US41051007900,1
15000US34027040400,1
15000US36083041200,3
15000US06013314200,2
15000US55079005500,4
15000US45033970200,2
15000US06019001900,2
15000US45007011100,0
15000US42045403902,2
15000US51013100900,3
15000US12131950101,4
15000US12073002605,0
15000US09009190200,2
15000US12131950102,3
15000US34007603302,2
15000US04021001405,2
15000US47065010201,2
15000US48113004400,2
15000US29189221627,2
15000US28083950100,1
15000US39035196100,2
15000US36119001401,3
15000US36119001403,3
15000US04021001407,1
15000US08041003308,1
15000US08041003307,1
15000US08041003306,1
15000US08041003305,2
15000US08041003303,3
15000US26099250900,3
15000US36061023900,1
15000US06029001201,1
15000US06029001202,3
15000US51550020904,3
15000US22109001500,3
15000US39153532004,3
15000US56003962700,2
15000US21091960300,1
15000US39045031300,2
15000US26163522400,1
15000US36103135304,1
15000US19147960100,2
15000US36103135301,2
15000US42069110800,2
15000US39133600800,2
15000US47125100400,1
15000US17015960500,2
15000US17031801800,3
15000US28047003502,2
15000US08037000301,2
15000US27047180100,2
15000US08037000302,1
15000US48113013005,3
15000US48113013004,4
15000US35001000119,1
15000US35001000118,1
15000US36061016500,4
15000US44009051202,3
15000US35001000113,1
15000US35001000112,1
15000US35001000111,1
15000US35001000110,2
15000US25021412100,3
15000US17143002600,1
15000US35001000115,2
15000US04013813700,1
15000US17007010200,2
15000US42099030601,2
15000US42077006102,4
15000US06065040821,1
15000US27137001700,1
15000US47187050502,2
15000US48427950107,1
15000US06085512200,1
15000US29019001002,2
15000US36103110600,4
15000US13295020902,1
15000US13295020901,3
15000US42083420700,3
15000US18097361600,1
15000US06065043211,3
15000US18065976300,1
15000US39045031700,4
15000US72011810100,2
15000US41051005500,1
15000US42055011700,3
15000US47157001400,0
15000US40147000500,5
15000US41039002101,1
15000US26125184300,1
15000US45021970401,1
15000US36059406702,2
15000US06085506801,3
15000US36047036002,1
15000US36047036001,2
15000US17031062100,2
15000US27043460400,3
15000US33005970800,3
15000US53061052701,0
15000US17119402701,3
15000US36047119400,2
15000US06065043217,0
15000US53061052707,1
15000US45025950102,2
15000US42007605100,3
15000US48409010301,2
15000US42113960200,2
15000US17031841200,2
15000US19103002100,0
15000US18127050509,1
15000US18127050508,2
15000US06065043218,2
15000US18127050505,0
15000US42043024300,1
15000US18127050507,1
15000US13059000900,2
15000US18127050501,2
15000US49049001803,1
15000US18127050503,2
15000US37191002000,1
15000US09009171600,3
15000US12086011300,5
15000US49047968401,2
15000US09015900200,3
15000US39049008132,3
15000US22055001801,1
15000US42039111600,2
15000US22055001802,2
15000US32031002619,3
15000US55079000201,2
15000US24005430200,2
15000US28107950600,4
15000US29001951000,2
15000US51013101900,2
15000US28151002000,1
15000US12031001600,1
15000US32003000521,3
15000US22051020202,1
15000US01053970200,1
15000US27123040706,2
15000US22051020201,1
15000US32003000523,1
15000US32017950100,1
15000US27123040703,2
15000US49049001504,2
15000US13051004500,3
15000US48507950200,0
15000US21111000300,2
15000US32003000525,2
15000US42101001300,4
15000US32003000524,2
15000US12031014329,1
15000US12031014328,2
15000US45021970202,2
15000US36047080000,2
15000US32003000526,1
15000US12031014326,2
15000US49049001501,2
15000US21111010406,2
15000US06061021129,1
15000US06061021128,1
15000US21111010403,2
15000US21111010402,3
15000US36059405200,3
15000US26111291400,2
15000US06061021123,2
15000US06061021122,1
15000US13139000304,1
15000US13139000305,2
15000US13139000302,3
15000US13139000303,1
15000US42077005301,2
15000US53025010800,2
15000US12071020700,1
15000US31181965100,1
15000US36047095000,1
15000US53033009702,4
15000US09013533102,3
15000US09013533101,4
15000US53033009701,3
15000US04013082024,1
15000US04013082025,0
15000US04013082026,1
15000US04013082027,1
15000US04013082020,1
15000US04013082021,0
15000US04013082022,1
15000US04013082023,2
15000US42043021500,2
15000US04013082028,1
15000US42071012602,2
15000US42071012601,2
15000US36081038400,1
15000US26163584000,2
15000US72125840300,2
15000US08099000600,1
15000US48201420800,2
15000US17019000301,1
15000US09003501500,1
15000US48041001803,2
15000US17019000302,2
15000US56033000400,2
15000US05065960200,2
15000US09001044200,3
15000US34025810700,1
15000US09001080400,2
15000US34001012602,1
15000US22071012102,2
15000US37159052000,1
15000US22071012101,1
15000US09009351800,2
15000US36059302101,3
15000US04013617500,3
15000US45047970101,1
15000US45047970102,3
15000US53049950300,3
15000US17201000504,4
15000US06111000302,2
15000US06111000303,2
15000US53003960100,2
15000US17043846412,2
15000US17043846413,1
15000US01073011500,3
15000US17043846411,1
15000US01073005903,2
15000US37151031000,4
15000US53029971600,1
15000US01073005907,0
15000US01073005905,2
15000US01073005909,0
15000US01073005908,2
15000US49035101900,1
15000US01009050400,3
15000US22071003900,1
15000US36119010803,1
15000US51191010501,2
15000US42083420400,1
15000US35025001100,4
15000US06037183820,1
15000US29095012906,4
15000US22017022000,1
15000US12011010702,3
15000US12011010701,1
15000US31055007318,3
15000US31055007317,2
